,step,cust_amt_mean,cust_amt_median,cust_txn_count,cust_amt_sum,cust_amt_range,cust_amt_iqr,cust_amt_cv,cust_amt_skewness,amt_vs_cust_mean_ratio,amt_vs_cust_q95_ratio,is_cust_extreme_spender,is_cust_consistent,is_cust_highly_volatile,is_cust_rare_user,amount_sqrt,amount_square,is_exact_round,is_very_high_amount,is_extreme_amount,is_micro_transaction,day_of_week,is_weekend,merchant_risk_score,merchant_diversity,is_high_risk_merchant,is_very_rare_merchant,merchant_avg_amount,amount_vs_merchant_avg
is_cust_extreme_spender,0.013030957223115376,0.6464494661335071,0.276438603974829,0.02296015420348469,0.7256018202790666,0.8498703017782212,0.3820951607088364,0.6508555203283003,0.09491263514357973,3.652202540508369e-11,0.05849573659959398,1.0,-0.07345691192963105,0.6864915181204168,0.05235870036586143,0.21741864358681773,0.15198770793891878,-0.0018255545170306668,0.19240575323391906,0.18837568653432193,-0.008939983162290189,-0.0007322860107153387,-0.00031411703791725396,0.23207805642092366,-0.1294688834362277,0.06796933439664699,-0.0011321231090935717,0.2302754062594028,0.031934598652707834
is_cust_consistent,-0.006522710644692267,-0.0838351737951064,0.017535480854397115,-0.031842757913552545,-0.0993139699620888,-0.1333592930939859,-0.07883767818977434,-0.30132186535712807,-0.411685146621059,-1.1751944738357775e-11,0.029789136594006317,-0.07345691192963105,1.0,-0.07368945102551354,-1.1384001432809098e-06,-0.02221886266187299,-0.012070138129687533,-0.0021236395628594614,-0.02908360156316492,-0.018261860843415308,-0.03440617575041947,-0.0007338174605287396,-0.0010614659822409868,-0.04516314939686728,0.058013313190104054,-0.012921099743526827,-0.002708673560376654,-0.03573380570339783,0.026281394542938763
is_cust_highly_volatile,0.011998333528845113,0.3075951270708778,-0.008594729000806834,-0.005589317916161341,0.3356770880726042,0.6875654044910561,-0.004459832198806673,0.7494688027498411,0.04102334398131976,2.968339715285773e-11,0.07623584388623135,0.6864915181204168,-0.07368945102551354,1.0,0.013827867231934412,0.07494618779179635,0.09499864376120852,-0.0018279177848430522,0.08603157172311147,0.11148346418632095,-4.511176192686189e-05,-0.0007754728337796453,0.0010492329081925797,0.04729621866547129,-0.01733684212588791,0.012591312205900668,-0.0011335886967155503,0.1003745424183508,0.0022132498466010723
is_cust_rare_user,0.08251685204397419,0.2241870497695356,0.15003757281059388,-0.5409842214871965,-0.04677600646988758,0.07218026351813155,0.15928799241565356,0.053123754817217914,0.12442342467509472,1.7079190017128505e-11,-0.013720974241601283,0.05235870036586143,-1.1384001432809098e-06,0.013827867231934412,1.0,0.1102135709754653,0.03547239873294204,-0.00218913474321845,0.06193747363101282,0.041521690242240145,-0.004697917117674976,0.0007941920642954045,-0.0020691065666376264,0.20140090313765266,-0.15816476719976633,0.03221850745156937,-0.0013575984768443709,0.11234883899837572,-0.0006651662492518987
amount_sqrt,-0.011887151557811889,0.34768657294467614,0.27696936566860214,-0.06915988497733246,0.2858768656671751,0.2289814496347812,0.2915945693236412,0.13482087397773304,0.07938340654006376,0.8390174020211341,0.6086513594733531,0.21741864358681773,-0.02221886266187299,0.07494618779179635,0.1102135709754653,1.0,0.4849078386264668,-0.016872056513498657,0.5895113141301696,0.5299462946370918,-0.29534162689817567,0.0010580704198901473,0.0006497978421189182,0.532865785345164,-0.4623518734082935,0.13346117140503516,0.014379515393721136,0.62231752161698,0.6410881387988359
amount_square,-0.004359839309754181,0.25342433318283586,0.17358316095381207,-0.02453512931626948,0.13671828013014287,0.19373139772784503,0.16399048402571478,0.10396664199998368,0.020465238549636774,0.37238024799721214,0.5376776740850124,0.15198770793891878,-0.012070138129687533,0.09499864376120852,0.03547239873294204,0.4849078386264668,1.0,-0.00034777132409423477,0.4019293742570631,0.5863152506396474,-0.0076572288326169245,-0.002175232109719879,-0.001337225354029216,0.20953631724063682,-0.09864467011251137,0.00718970651504776,0.0001393615853110312,0.5716663084175907,0.05286730113217801
is_exact_round,0.0030939201150633924,-0.00126956304580685,-0.0010887491529772526,0.001494598331434687,-0.0010214418520252805,-0.0005588452333323328,-0.0005372320409406564,0.002303340907924352,0.0003647470950823236,-0.00918199031914825,-0.00541384136052558,-0.0018255545170306668,-0.0021236395628594614,-0.0018279177848430522,-0.00218913474321845,-0.016872056513498657,-0.00034777132409423477,1.0,-0.0007378669199372167,-0.0004659660826845709,0.04541116465342302,-0.00028330580220673526,-0.0011118206860764076,-0.0018509238775022028,0.0016294165591271262,-0.0003966465414352033,-6.719052056219456e-05,-0.0011795208753272919,-0.015164458739473825
is_very_high_amount,-0.012835205872141384,0.2844520928596085,0.21294201031166654,-0.03493108648822595,0.24968186618666724,0.19832276013583863,0.2484443024059793,0.13570983229482803,0.06340342149759305,0.4733244445701056,0.37804712567381954,0.19240575323391906,-0.02908360156316492,0.08603157172311147,0.06193747363101282,0.5895113141301696,0.4019293742570631,-0.0007378669199372167,1.0,0.6315042321238874,-0.016248579519345045,0.001992015229444854,0.0007391771784594348,0.4430281145742445,-0.21505424316651447,0.031453048719744005,-0.0004575903834717492,0.5650750302774159,0.15400485875827225
is_extreme_amount,-0.004584691425155218,0.2349938251003516,0.1649793792718537,-0.026382120377943314,0.17323457038046317,0.17530226971720933,0.16895781935187504,0.11776487732873804,0.036571219225294056,0.4306928485523859,0.4313530458626695,0.18837568653432193,-0.018261860843415308,0.11148346418632095,0.041521690242240145,0.5299462946370918,0.5863152506396474,-0.0004659660826845709,0.6315042321238874,1.0,-0.010261046732468129,0.0026617371174636343,-0.0016133914945952797,0.28963054123870235,-0.13890107226052173,0.022803908115115044,-0.0002889702637415986,0.6565683947142051,0.08516482387368343
is_micro_transaction,1.86093319098369e-05,-0.020005275341781183,-0.020283517712762593,0.0025440601303875357,-0.01763837170241602,-0.007776962081646386,-0.009258517551290415,0.007984451595805894,-0.008317638683251392,-0.19322518177701953,-0.11404614123848308,-0.008939983162290189,-0.03440617575041947,-4.511176192686189e-05,-0.004697917117674976,-0.29534162689817567,-0.0076572288326169245,0.04541116465342302,-0.016248579519345045,-0.010261046732468129,1.0,5.420395749154945e-05,0.0023758800876052923,-0.029397254154992607,0.041873479432619785,-0.007728911487845166,-0.001479603552892522,-0.02258529405967928,-0.31734821506833233
day_of_week,0.00572016868085655,-0.0025123170605436352,-0.004087506419634375,-0.0011428969702602543,-0.003302556076704657,-0.0021721405477634036,-0.003993850067500406,-0.0009066475145572947,0.0033704192025652874,0.004691610673277142,0.0035141529685804676,-0.0007322860107153387,-0.0007338174605287396,-0.0007754728337796453,0.0007941920642954045,0.0010580704198901473,-0.002175232109719879,-0.00028330580220673526,0.001992015229444854,0.0026617371174636343,5.420395749154945e-05,1.0,0.7862843737506185,-0.0015295757840278377,-0.0002718228861425845,-0.004730809306386107,-0.005756212524859972,-0.0011208160376942058,0.0023728525771279318
is_weekend,-0.008540209374950196,-0.0023408754367885256,-0.002248097865184315,-0.001612229224528334,-0.002667240284792167,-2.8960280978852544e-05,-0.0032064547812432225,0.0017821385577125337,0.0005866181196695934,0.0034363618459788865,0.0005973108523350875,-0.00031411703791725396,-0.0010614659822409868,0.0010492329081925797,-0.0020691065666376264,0.0006497978421189182,-0.001337225354029216,-0.0011118206860764076,0.0007391771784594348,-0.0016133914945952797,0.0023758800876052923,0.7862843737506185,1.0,-0.0008368048732422257,-0.0019601912243074606,-0.005610905122882301,-0.001132508942781719,-0.0016492583732308158,0.0005102316033281977
merchant_risk_score,-0.04704445869913876,0.39180656582069673,0.31386752148444397,-0.14148031080119897,0.33669600672765326,0.2386690956176793,0.3748638141648199,0.14047019084455054,0.12146293506182922,0.3733844079679594,0.2507342823122055,0.23207805642092366,-0.04516314939686728,0.04729621866547129,0.20140090313765266,0.532865785345164,0.20953631724063682,-0.0018509238775022028,0.4430281145742445,0.28963054123870235,-0.029397254154992607,-0.0015295757840278377,-0.0008368048732422257,1.0,-0.5215227944922793,0.19279329184946423,0.00032412757444582365,0.5957788585226423,-0.00043833747137710506
merchant_diversity,-0.008231927029596495,-0.23740997548395715,-0.19413313522616413,0.1086351987830028,-0.1907121078904459,-0.1364240526273126,-0.22540598835218234,-0.08752841930581871,-0.10851893929417226,-0.4091014137349268,-0.23743766782257716,-0.1294688834362277,0.058013313190104054,-0.01733684212588791,-0.15816476719976633,-0.4623518734082935,-0.09864467011251137,0.0016294165591271262,-0.21505424316651447,-0.13890107226052173,0.041873479432619785,-0.0002718228861425845,-0.0019601912243074606,-0.5215227944922793,1.0,-0.12445961673712962,-0.021438708105868953,-0.39106089223446266,-1.1401843853131676e-10
is_high_risk_merchant,-0.007948671422363728,0.10236717829313957,0.08219428743398771,-0.01678937598622486,0.11261427296866883,0.06999411859407312,0.10793806791388662,0.038974441417198726,0.03417383934717024,0.09037545411916573,0.03988022415010339,0.06796933439664699,-0.012921099743526827,0.012591312205900668,0.03221850745156937,0.13346117140503516,0.00718970651504776,-0.0003966465414352033,0.031453048719744005,0.022803908115115044,-0.007728911487845166,-0.004730809306386107,-0.005610905122882301,0.19279329184946423,-0.12445961673712962,1.0,-0.0002459815423267759,0.104234421243604,1.7047250088415236e-11
is_very_rare_merchant,-0.001052352078234281,-0.0008811960427285538,-0.0007591671155957512,0.0019081957705252288,-0.00041534891968190453,-0.0006803159782201988,-0.0004111531383141612,0.0008982176419319282,0.002534347969265025,0.023131806718355522,0.012153611385449866,-0.0011321231090935717,-0.002708673560376654,-0.0011335886967155503,-0.0013575984768443709,0.014379515393721136,0.0001393615853110312,-6.719052056219456e-05,-0.0004575903834717492,-0.0002889702637415986,-0.001479603552892522,-0.005756212524859972,-0.001132508942781719,0.00032412757444582365,-0.021438708105868953,-0.0002459815423267759,1.0,0.008281413273901066,2.6345835772454035e-12
merchant_avg_amount,-0.017849762741625978,0.3307608630927552,0.24875152129408956,-0.07511839597769382,0.25187682528609506,0.22747219679972683,0.26874666455333546,0.14467649570551352,0.07632434586560566,0.49848441735217486,0.4564968388883477,0.2302754062594028,-0.03573380570339783,0.1003745424183508,0.11234883899837572,0.62231752161698,0.5716663084175907,-0.0011795208753272919,0.5650750302774159,0.6565683947142051,-0.02258529405967928,-0.0011208160376942058,-0.0016492583732308158,0.5957788585226423,-0.39106089223446266,0.104234421243604,0.008281413273901066,1.0,5.464787087376283e-11
amount_vs_merchant_avg,0.004657189291818968,0.0623118536931357,0.06198674057258009,0.006068791981705908,0.06548640486762061,0.03701999470073325,0.05022306303307581,0.009064706433573036,-0.011776004192246144,0.5787843030777007,0.34423511631009607,0.031934598652707834,0.026281394542938763,0.0022132498466010723,-0.0006651662492518987,0.6410881387988359,0.05286730113217801,-0.015164458739473825,0.15400485875827225,0.08516482387368343,-0.31734821506833233,0.0023728525771279318,0.0005102316033281977,-0.00043833747137710506,-1.1401843853131676e-10,1.7047250088415236e-11,2.6345835772454035e-12,5.464787087376283e-11,1.0
